PATHWAY_SORTORDER	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	COMP_ID	PLATFORM	CHEMICAL_ID	RI	MASS	CAS	PUBCHEM	CHEMSPIDER	KEGG	                               Group   HMDB_ID	Dd2_B	Dd2_C	Dd2_D	Dd2_F	Dd2_G	C12_A_1R	C12_B	C12_C	C12_D	C12_E	C710_A1	C710_B	C710_C	C710_E	C710_H	BAT_A_minus	BAT_B_minus	BAT_C_minus	BAT_D_minus	BAT_E_minus	BAT_A_plus	BAT_B_plus	BAT_C_plus	BAT_D_plus	BAT_E_plus	PUR_A_minus	PUR_B_minus	PUR_C_minus	PUR_D_minus	PUR_E_minus	PUR_A_plus	PUR_B_plus	PUR_C_plus	PUR_D_plus	PUR_E_plus
2713	cytidine 5'-monophosphate (5'-CMP)	Nucleotide	Pyrimidine Metabolism Cytidine containing	2372	LC/MS Pos Early	282	835	324.05914	63-37-6	6131	5414497	C00055	HMDB00095	9006876	16835180	13280607	17554912	23935180	2886335	18235386	10503696	19631280	8357287	4896733	16304765	9482678	6176561	16729986	273393	526689	352249	33855	806950	206960	69896	98409	108174	210603	92813	447974	68392	147571	123604		111501	58890	33571	
2712	cytidine diphosphate	Nucleotide	Pyrimidine Metabolism Cytidine containing	2841	LC/MS Neg	280	580	402.01091	34393-59-4	6132	5902	C00112	HMDB01546	147621	139933	320846		242942	103221	446311	239648	157965	317722	64888	233316	421396	297555	253029	68796	55557	41592		72338	37095		35194		65112		100801	13647	32313	42903		35831			
1472	cytidine-5'-diphosphoethanolamine	Lipid	Phospholipid Metabolism	34410	LC/MS Pos Early	100001407	707	447.06766	72842-05-8	123727	287	C00570	HMDB01564	1113491	1662738	2009594	2246888	2620810	316487	2575258	1217641	2665754	1050963	459773	2174392	1979877	852325	2177711	41340	115475	46433		60836	101499		33211		34174		161969					39829			
2717	cytosine	Nucleotide	Pyrimidine Metabolism Cytidine containing	573	LC/MS Pos Early	881	2060	112.05054	71-30-7	597	577	C00380	HMDB00630	170703	426724	245476	581857	557433		514769	213656	384876	148597	132575	407258	255350	172967	380437																				
1921	dehydroisoandrosterone sulfate (DHEA-S)	Lipid	Steroid	32425	LC/MS Neg	100000792	4745	367.15846	651-48-9	12594	12074	C04555	HMDB01032	107440	519673	261091	247591	432860	14846	397715	129935	480443	98475	110795	152060	137557	57989	126158			20311																	23443
1283	deoxycarnitine	Lipid	Carnitine Metabolism	36747	LC/MS Pos Early	100001662	2052	146.11756	6249-56-5	134	705	C01181	HMDB01161	81581	531896	664698	517765	621793		458566		667141	104951	284048	225247	199326	310025	580296	395309	718673	1125883	108324	326415	509478	395065	495205	293375	313352	1573938	279986	241292	177110	284475		312320	555924	136136	225289
1094	dihomo-linoleate (20:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	17805	LC/MS Neg	1231	5730	307.26425	2091-39-6	6439848	4944228	C16525	HMDB05060	3197706	8484728	4400232	21377124	6323528	1040016	7673773	4909687	13872729	985203	1987158	6365004	2022481	650839	1449238		419236	167119		372635	248845	78627	114448	42488	455876	188153			476604	219871	150524		166583	230399	135617
1089	dihomo-linolenate (20:3n3 or n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	35718	LC/MS Neg	100001739	5596	305.2486	17046-59-2	5280581	4471954	C03242	HMDB02925	5613021	13549008	5773654	32951824	11106487	1323908	12753713	6677285	29343372	3255767	5017520	8391132	4426969	1444102	4399450	239487	925890	382865	158850	928511	514958	312580	350428	206338	656900	434925	218526	337902	919895	378082	239018	284133	457260	293641	400023
360	dimethylarginine (SDMA + ADMA)	Amino Acid	Urea cycle; Arginine and Proline Metabolism	36808	LC/MS Pos Early	100001810	2850	203.15026	102783-24-4	123831	110375	C03626	HMDB01539	11080173	14323376	33546264	89122800	86416016		37785544	18418344	39310348	3432058	7432738	17082036	4475627	3152938	35506904																				
5	dimethylglycine	Amino Acid	Glycine Serine and Threonine Metabolism	5086	LC/MS Pos Early	806	1104	104.07061	1118-68-9	673	653	C01026	HMDB00092		220975	136899	474417	347380		399460																												
1093	docosadienoate (22:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32415	LC/MS Neg	100001182	6034	335.29555	7370-49-2	5282807	4445934	C16533	HMDB61714	172062	334329	145233	1241395	179016		285812	131444	1620356		98168	201527	120037																						
1081	docosahexaenoate (DHA; 22:6n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	44675	LC/MS Neg	100000665	5525	327.23295	6217-54-5	445580	393183	C06429	HMDB02183	4852371	10578250	4493257	30366720	17443606	1396961	13584643	4905030	19832480	3700487	6621173	9225244	2782987	1818450	7014510	362753	711355	447117	288065	828157	580159	270032	404666	276140	526233	276389	308554	335515	822576	345385	364467	529245	470618	334359	269730
1080	docosapentaenoate (n3 DPA; 22:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	32504	LC/MS Neg	100001181	5571	329.2486	2234-74-4	6441454		C16513	HMDB01976	2139306	3604046	2443034	12633885	4468567	643347	5074054	2181882	8755948	1092277	1861875	3479397	1343720	469989	2024199			156475		808468	362662				226958	189751			736648	125645			227667		166207
1092	docosapentaenoate (n6 DPA; 22:5n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	37478	LC/MS Neg	100001580	5624.5	329.2486	25182-74-5	6441454	4945614	C16513	HMDB01976	1250066	3573229	1574958	7933053	3233269	309024	3535863	1615605	7685949	883567	1736113	1877923	887534	300923	1387001					256084	105499				140382				250014						
809	DSGEGDFXAEGGGVR*	Peptide	Fibrinogen Cleavage Peptide	31548	LC/MS Neg	100001323	2535	731.31677			21403111			171598	158831	1144489	545609	1166324		490264	305478	645356		65423	175224	781955	29904	335804																				
1079	eicosapentaenoate (EPA; 20:5n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	18467	LC/MS Neg	2050	5450	301.2173	10-2005-9;10417-94-4	446284	393682	C06428	HMDB01999	2508413	4304854	2832555	9295857	12757909	805651	5101658	2508787	8511173	1588517	4876695	3298905	1724957	1152901	5939561	378443	602312	491828	252339	451908	377602	402605	372683	292140	346090	215427	374805	362132	317053	283243	239210	345311	333204	231425	235263
1064	eicosenoate (20:1)	Lipid	Long Chain Fatty Acid	33587	LC/MS Neg	100001335	5950	309.2799		5282768	4445895		HMDB02231	7603494	10733804	6166441	31760464	6389502	1832161	9567953	5014451	37985856	2035702	5172432	8671397	4360198	859957	2393820	362202	647872	632001	523449	1185632	558282	586634	1406020	420744	1064004	1028416	398403	398543	1947385	662013	681551	632074	633063	710626	1120180
3119	ergothioneine	Xenobiotics	Food Component/Plant	37459	LC/MS Pos Early	100002154	850	230.09578	58511-63-0	3032311	2297320	C05570	HMDB03045	75346	286171	299508	297625	701317		459593	111844	437158		132916	201351	174176		393824	165738	143193	436282		74460	218391	32069	214735	80972		172664	229203	143908		42804		60513	222911		
1000	erythronate*	Carbohydrate	Aminosugar Metabolism	42420	LC/MS Polar	100001320	2186	135.02989	88759-55-1	2781043	2061231		HMDB00613	16283907	63658504	26353646	50239644	69563872	3330516	68291656	20503110	54468080	15815768	9520301	37694936	23179628	7733834	36957092	946304	1530278	2074287	599672	1045008	765648	813364	987318	671560	1337396	4564716	508681	588408	417525	852015	131342	527919	713570	644816	565260
2766	flavin adenine dinucleotide (FAD)	Cofactors and Vitamins	Riboflavin Metabolism	2134	LC/MS Neg	327	2425	784.14985	146-14-5;84366-81-4	643975	559059	C00016	HMDB01248	114674	377601	177296	242400	264867	23145	319516	88654	315689	125814	106584	210918	130655	65189	181439																				
2800	folate	Cofactors and Vitamins	Folate Metabolism	1826	LC/MS Neg	328	1467	440.1324	59-30-3	6037	5815	C00504	HMDB00121	572278	879243	544720	1339077	1294294	76112	1398542	673344	1375071	303749	303854	916423	517470	222143	839625																				
927	fructose	Carbohydrate	Fructose Mannose and Galactose Metabolism	577	LC/MS Polar	878	2022.2	179.05611	57-48-7	5984	5764	C00095	HMDB00660		163280	112222	167287	651450		199230	427859	141588	405931	798139	150130			323307	927193	2485624	3564339	601199	885180	782882	735571	1749473	1659259	1391410	1493906	466538	892774	1015383	1564130	686952	521397	1025868	1049780	1485679
1016	fumarate	Energy	TCA Cycle	1643	LC/MS Polar	330	3084	115.00368	100-17-8	444972	10197150	C00122	HMDB00134	1749300	5321761	2874205	7263354	7307602	233414	6748066	1865408	5726767	1184834	577808	3757010	1345240	945070	3771892	214170	295955	367525		235127	104515	120250	120781	137826	116967	146662	106420	124378	157219	146030			168511	143000	98524
44	gamma-aminobutyrate (GABA)	Amino Acid	Glutamate Metabolism	1416	LC/MS Pos Early	141	2048	104.07061	56-12-2	119	116	C00334	HMDB00112	103036912	125242624	78277440	195849312	213386016	9489293	146182816	125982176	163195136	93182552	56177224	124798344	94878592	31615174	117805272	3094956	12144786	4621742	386189	5735356	537785	2319747	922130	516656	1870757	2590995	12379914	1792398	968269	4071910		3521501	1291544	568677	828915
426	gamma-glutamyl-epsilon-lysine	Peptide	Gamma-glutamyl Amino Acid	33934	LC/MS Pos Early	100001262	2717	276.1554	17105-15-6	65254;14284565	58747		HMDB03869	106413	192460	155594	241272	315872		271909	64380	211033		39174	132110	61827		111790																				
419	gamma-glutamylcysteine	Peptide	Gamma-glutamyl Amino Acid	1778	LC/MS Pos Early	1036	2118	251.06963	636-58-8	842	819	C00669	HMDB01049	1831875	2271188	1093483	3103651	4317717		3808962	1516923	2545543	1182703	586504	3179893	1170066	767281	3026008																				
420	gamma-glutamylglutamate	Peptide	Gamma-glutamyl Amino Acid	36738	LC/MS Pos Early	331	1775	277.10303	1116-22-9	92865	83831	C05282	HMDB11737	942613	1196648	406047	967054	943917		1060281	529778	882221	828403	321421	878693	701118	496881	1025768																				
421	gamma-glutamylglutamine	Peptide	Gamma-glutamyl Amino Acid	2730	LC/MS Pos Early	1140	1430	276.11902	10148-81-9	150914	133013	C05283	HMDB11738	214534	466489	292064	597210	702479	43558	459905	285255	566810	355848	78895	380870	193692	259433	489251	114559	52945	162780															162194		
424	gamma-glutamylisoleucine*	Peptide	Gamma-glutamyl Amino Acid	34456	LC/MS Pos Early	100001485	2940	261.1445		14253342	21403145		HMDB11170	181758	271418	89527	210519	310717		328311	146150	271756	99931		249843	84652		253979																				
425	gamma-glutamylleucine	Peptide	Gamma-glutamyl Amino Acid	18369	LC/MS Neg	1268	1685	259.12994	2566-39-4	151023	133115		HMDB11171	379003	603050	312118	690992	822797	26695	690309	331013	623928	203835	102570	539064	239469	162496	614474		16578	19847			22438				30014										
429	gamma-glutamylthreonine*	Peptide	Gamma-glutamyl Amino Acid	33364	LC/MS Pos Early	100001314	1750	249.10812	5652-48-2		21403107		HMDB29159	417320	1276263	445386	1137855	2967602		1592261	437365	1570228	367270	102912	766934	146134		506990		50483																		
432	gamma-glutamylvaline	Peptide	Gamma-glutamyl Amino Acid	43829	LC/MS Pos Early	100001126	2700	247.12885	2746-34-1	7015683			HMDB11172	821683	872685	427040	1038962	1271768	84228	1090904	569872	827586	424815	191906	853765	325900	486120	680557																				
3052	gluconate	Xenobiotics	Food Component/Plant	587	LC/MS Polar	338	2922	195.05102	527-07-1	10690	10240	C00257	HMDB00625	4325337	15027110	7394542	20033646	20917186	476198	21786380	5086502	16645798	4130245	3744788	10092338	5498239	1611444	10014080	266279	620022	751542		404305		159659	404887		271676	242705	324711	98412	176011	371269					
823	glucose	Carbohydrate	Glycolysis Gluconeogenesis and Pyruvate Metabolism	20488	LC/MS Polar	572	2342	179.05611	50-99-7	79025	71358	C00031	HMDB00122	179511	270126	190068	346577	249333	223162	162351	264875	296283	302380	1064684	160230	90041	186999	237184	10572146	7286934	14561476	659258	3331303	2704025	2576287	3509217	2950660	4490955	3039209	1004573	4705604	2693540	5139434	1119222	1878809	5492988	2791883	6368993
824	glucose 6-phosphate	Carbohydrate	Glycolysis Gluconeogenesis and Pyruvate Metabolism	31260	LC/MS Polar	291	4537	259.02244	103192-55-8	5958	19952394	C00668	HMDB01401	321442	1635382	1052651	1228243	2061498		2523853	847063	1825457	218045		1552530	270077	422920	1377346																				
39	glutamate	Amino Acid	Glutamate Metabolism	57	LC/MS Pos Early	561	1500	148.06044	56-86-0	611	591	C00025	HMDB00148	440942432	803301824	519675392	1148028416	1360010624	42704288	952445824	429384704	923290560	364823232	242772096	680169920	364034592	257378128	839070592	19047474	23659246	34097616	4674470	22126574	16834180	7231064	16312419	11066636	18185994	6600679	11572922	4367730	7877723	9022110	160711	6486355	83623264	6753186	6207962
40	glutamine	Amino Acid	Glutamate Metabolism	53	LC/MS Pos Early	563	1291	147.07642	56-85-9	5961	5746	C00064	HMDB00641	45961612	50521780	146923280	207138688	241042672	3875767	121160680	80064040	111697296	16639067	23562432	59606504	47293268	15130528	98847752	11816325	7636168	14921925	348657	4319028	2569447	2521796	3123332	1998076	4481114	5437079	1311640	5087563	2592154	5419275	851717	1459267	14579265	2416152	7055966
88	glutarate (pentanedioate)	Amino Acid	Lysine Metabolism	396	LC/MS Polar	339	2900	131.03498	110-94-1	743	3618533	C00489	HMDB00661		130788	187545		358157		211344		164801				82328					206587	128310						406033	201693				159826			204731	136176	139907
403	glutathione oxidized (GSSG)	Amino Acid	Glutathione Metabolism	27727	LC/MS Pos Early	448	2667	613.15925	103239-24-3	65359	58835	C00127	HMDB03337	8273946	17278778	8075051	18292892	18037938	586614	14862599	5244757	17195148	5085528	6653914	9516618	6944369	2819883	9800675	194127	340275	569686		140523	92241	74306	50525		113838	884900	117026		39048	125850			270016		94792
402	glutathione reduced (GSH)	Amino Acid	Glutathione Metabolism	2127	LC/MS Pos Early	496	2000	308.09109	70-18-8	124886	111188	C00051	HMDB00125	69564088	81257848	73251632	107811360	153727360	18652106	107576208	74686584	98281792	49623344	59851088	97593264	91652880	54576656	96742384	3197971	3230558	4430499	993826	6760370	2700725	1213224	2571108	1688318	1852100	7235319	3714900	2069030	2539399	3341944	208261	1682207	3987262	1192445	1819735
843	glycerate	Carbohydrate	Glycolysis Gluconeogenesis and Pyruvate Metabolism	1572	LC/MS Polar	1052	2070.4	105.01933	600-19-1	752	732	C00258	HMDB00139	475391	1498532	873596	2457245	2200137		2901996	582897	1433862	382330	468825	1093151	584023	223562	1103329	124071	208792	353616		172310		163905	169611	143945	127196	1033246	107833		129108	192773	84568		297682		133706
1730	glycerol 3-phosphate	Lipid	Glycerolipid Metabolism	43847	LC/MS Pos Early	100000258	580	173.02095	29849-82-9	754	734	C00093	HMDB00126	1822013	2641860	2425224	2171107	2735380	343228	2311648	1953770	2445386	1057261	1884546	2121369	2939111	1366417	2148651	222196	380635	294967	74969	460961	155990	44258	136452	83975	206790	240864	270914	125983	331840	241632	82809	118153	206801	102594	103156
1473	glycerophosphoethanolamine	Lipid	Phospholipid Metabolism	37455	LC/MS Polar	100001620	3075	214.04859	33049-08-0	123874	110410	C01233	HMDB00114	831397	2140771	1013596	1900088	3497894	110540	3023767	1117159	2221067	712842	710120	1579706	456800	308782	1620373	54821	223451	154874	27342	195694	79256	83097	89528	87071	95111	45634	54488	123039	123652	115601		54267	965220	59551	75415
1735	glycerophosphoglycerol	Lipid	Glycerolipid Metabolism	48857	LC/MS Polar	100001619	2430	245.04317		439964	388990	C03274		1683221	4324102	3706000	5350844	5715736	228597	4868973	2221108	4922456	776313	1173369	3309383	1221915	557652	2342376					128704									74618						
1475	glycerophosphoinositol*	Lipid	Phospholipid Metabolism	47155	LC/MS Polar	100001621	3850	333.05922	16824-65-0					2984853	5861352	2842428	5065535	5006783	701942	7238845	2176631	6811083	1427042	4055642	4952877	1556947	925989	2831742	47785	180602	93115	123077	283100	79607		74875	87431	113060		31294		153516	53338			264266	50126	
1467	glycerophosphorylcholine (GPC)	Lipid	Phospholipid Metabolism	15990	LC/MS Pos Early	100000269	672	258.1101	28319-77-9	71920	571409	C00670	HMDB00086	40587164	98488384	67095504	63437212	93560880	21614508	85308248	38682420	61282720	40868144	42976204	58440836	36871720	30804102	44894076	22741302	63701688	36486024	24196972	73157744	33111878	32421240	28265596	28686974	39956848	15054873	29178620	30055774	59607036	51779516	15317366	22442158	107768024	28913844	28481488
1	glycine	Amino Acid	Glycine Serine and Threonine Metabolism	58	LC/MS Pos Early	340	1375	76.03931	56-40-6	750	730	C00037	HMDB00123	14335562	25531216	33743504	59118888	70957208	1133628	42238280	19976888	40750308	6770713	7776271	21779248	9390745	5207678	31276554	1433360	884771	1514092		536945	394168	1034430	965618		415893	1643528	1168814	1299982	1215216	1234404	442359	324007	1376367	135072	1440922
2000	glycochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	32346	LC/MS Neg	1628	5236.1	448.30684	16564-43-5	12544		C05466	HMDB00637		66407	25739	132488	151548		59831				115873				52319																				
2015	glycodeoxycholate	Lipid	Secondary Bile Acid Metabolism	18477	LC/MS Neg	100000436	5281	448.30684	360-65-6	3035026		C05464	HMDB00631		88239		304437	267175		82046				127989				136588																				
1814	glycosyl-N-palmitoyl-sphingosine	Lipid	Sphingolipid Metabolism	53013	LC/MS Pos Late	100009272	2623	700.5722						485796	1216636	774373	1141909	1078757		1401400	535088	1041111	459518	560134	821284	451930	219865	566021	616795	1646733	1630524	709318	1469694	1028336	1036904	1589394	926107	1128843	940902	648673	1243615	1168049	1334766	973471	465625	1109087	905481	1412762
559	glycylisoleucine	Peptide	Dipeptide	36659	LC/MS Neg	100001790	1820	187.10881	19461-38-2	88079	19972556		HMDB28844			200070	78334	162357		82720	69414	66010		17122	31618	119315		100875																				
560	glycylleucine	Peptide	Dipeptide	34398	LC/MS Pos Early	100001258	3059	189.12337	869-19-2	92843	83812	C02155	HMDB00759	170896	258550	624860	770445	1210362		445565	252185	471095		214008	316625	292017	67460	589419																				
570	glycylvaline	Peptide	Dipeptide	18357	LC/MS Pos Early	100000487	2734	175.10772	1963-21-9	97417	2006926		HMDB28854	194982	380061	292439	562597	717116		456138	171684	470858	80620	306626	286440	199144	104382	312849																				
383	guanidinoacetate	Amino Acid	Creatine Metabolism	43802	LC/MS Pos Early	344	1937	118.06111	352-97-6	763	743	C00581	HMDB00128	144608	201929	233793	238711	247978		280250	148978	220742	94575	113763	269320	147124		168889		48486													56295					
2658	guanine	Nucleotide	Purine Metabolism Guanine containing	32352	LC/MS Pos Early	172	2032	152.05669	73-40-5	764	744	C00242	HMDB00132	97072680	154683040	106398656	89899536	83902120	31074160	132692624	37406012	124855928	74262136	17877136	121532240	101366840	79072720	95230304	990865	2062925	1072455	269019	4127303	999263	310712	505198	560150	955897	398486	1713986	256212	562993	457304	125149	476860	859560	280346	141714
2657	guanosine	Nucleotide	Purine Metabolism Guanine containing	1573	LC/MS Neg	1099	1662	282.08439	118-00-3	6802	6544	C00387	HMDB00133	291136	1180099	617255	1456534	1362628	28217	1547466	137699	1420610	113298	27812	959093	583283	102883	662809					37858	25251	20433			30253			20953					14793		
2651	guanosine 5'- diphosphate (GDP)	Nucleotide	Purine Metabolism Guanine containing	2848	LC/MS Neg	346	639	442.01706	43139-22-6	8977	8630	C00035	HMDB01201	458241	838912	858582	533256	636215	204784	696919	472470	512823	508586	172493	416922	540113	360843	623546		51898			96805							84774								
2652	guanosine 5'- monophosphate (5'-GMP)	Nucleotide	Purine Metabolism Guanine containing	2849	LC/MS Pos Early	347	800	364.06528	12/9/50	6804	741	C00144	HMDB01397	2597273	2696694	3010769	4153579	2556322	834867	2883917	4076942	2535726	2054351	1260639	2629598	3643745	1704603	2753596	180357	362717	274618	55380	888467	203335	75255	131504	107268	358316	232432	295297	74068	105052			86566	88535	33023	
2817	heme	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	41754	LC/MS Pos Late	100001386	1124	616.1762	14875-96-8	26945		C00032	HMDB03178	5071821	11190538	8428373	10979952	9927921	2371393	8054689	4866006	9358186	7438841	6065103	5532931	4666675	3268844	6969945	4288312	7985741	10941939	1059345	3676161	4666402	3176700	4259644	3816535	3814835	14207012	1866113	5316245	3611597	4635943	877670	3643183	5071732	3324251	4176145
3707	HEPES	Xenobiotics	Chemical	21248	LC/MS Neg	100000843	1022	237.09145	7365-45-9	23831	22278			106572008	301512736	249665584	377488640	351948416	33189180	315933024	138572672	317984320	86980472	131802208	202668256	152888752	63373072	212111184	52421688	34646640	52154024	3107028	20674352	12947215	10051431	12764437	8897631	19885278	11310459	14023294	22549960	13391750	25076902	3680629	8731711	11887953	8462946	27530648
56	histidine	Amino Acid	Histidine Metabolism	59	LC/MS Pos Early	355	2707	156.07676	5934-29-2	6274	752	C00135	HMDB00177	190637072	315602048	319788864	557736000	594790080	14582011	403938976	201750272	385833440	102165320	91570992	234355520	121125280	71408616	313004064	5510052	7994408	7678584	1575758	4272984	1984580	2430690	2423467	1749687	2893265	5192424	4444023	3627465	2296783	2900715	2003863	2402554	9084255	2511953	3545748
575	histidylalanine	Peptide	Dipeptide	42027	LC/MS Pos Early	100003542	3014	227.11387	16874-75-2	351667	312232			176569	158673	2016229	1165857	2445953		581408	656540	503604	202851		319561	770444	202484	1069345																				
321	homocysteine	Amino Acid	Methionine Cysteine SAM and Taurine Metabolism	15128	LC/MS Pos Early	311	2155	136.04268	454-29-5	778	757	C00155	HMDB00742	2048429	4901380	5207206	10553115	10778656	320999	6500413	2254554	6112869	502690	545858	3750616	1207783	508139	3953292																				
2603	hypoxanthine	Nucleotide	Purine Metabolism (Hypo)Xanthine/Inosine containing	3127	LC/MS Neg	171	1291.2	135.03123	68-94-0	790	768	C00262	HMDB00157	2371647	6645416	5165983	5725966	5974326	144715	9935947	1136308	7845178	985203	293092	6278694	3589440	627132	3960625	226664	218607	301926		177610	102975	57701	98745	70845	116886	73913	93770	117082	50317	148866		61304	93795	41510	179691
68	imidazole lactate	Amino Acid	Histidine Metabolism	15716	LC/MS Pos Early	100000263	2040	157.06077	14403-45-3	440129	389128	C05568	HMDB02320	90100	218826		154766	242653		227141	117579	183592		74307		167576		138930																		227037		
2602	inosine	Nucleotide	Purine Metabolism (Hypo)Xanthine/Inosine containing	1123	LC/MS Neg	361	1602.1	267.07349	58-63-9	6021	21241953	C00294	HMDB00195	150420	375719	276174	635992	547067		747944	160505	536503	41698	21921	448495	343990		276233					34028						73642		25568	20795	23187			37284		
2601	inosine 5'-monophosphate (IMP)	Nucleotide	Purine Metabolism (Hypo)Xanthine/Inosine containing	2133	LC/MS Pos Early	362	650	349.05438	4691-65-0	8582	5482599	C00130	HMDB00175	8868736	12088319	13467479	32718090	24591424	526379	22124270	8696589	23862340	2187734	1572664	14826673	6063884	1162490	18467820	161889	363334	365966	95817	595774	171438	45763	78556	26870	115137	1112372	184770	188801	132655	123630	89738	113546	155113	52247	128316
830	Isobar: fructose 16-diphosphate glucose 16-diphosphate myo-inositol 14 or 13-diphosphate	Carbohydrate	Glycolysis Gluconeogenesis and Pyruvate Metabolism	46896	LC/MS Neg	100002180	551	338.98897						514637	595389	753039	1097436	891742	70438	689589	667729	646602	290273	166204	636712	478842	358747	660518	110239	233691	294606	21920	149216	106408	61327	118636	68930	115719	438350	70219	76305	75941	112285		42835	197270	66046	108583
1011	isocitrate	Energy	TCA Cycle	12110	LC/MS Pos Early	1206	773	210.0608	20226-99-7	1198	1161	C00311	HMDB00193	193531	175082	164290	168873	211589	90812	262781	204713	152149	310575	151918	176159	82403	98554	100269	248557	290212	228261	99793	350014	131868	127020	84406	174517	146886	128450	70209	118119	302014	119450	50374	113126	425787	63850	70072
284	isoleucine	Amino Acid	Leucine Isoleucine and Valine Metabolism	1125	LC/MS Pos Early	376	2800	132.10191	73-32-5	6306	769	C00407	HMDB00172	202483408	309351488	474988352	777922176	936701696	18662200	592510592	307116544	558089728	92218632	127491144	328058464	154544064	69782096	437843648	17690706	16579524	23915324	3449509	11293947	6447437	6075738	7229578	5776951	9408888	16017577	6903219	9048452	6882080	9875972	3979164	5097040	11916674	5424660	12174824
594	isoleucylglycine	Peptide	Dipeptide	40008	LC/MS Pos Early	100003169	2719	189.12337	868-28-0	342532	303621			2787868	2785799	13549371	11007246	15298423	338045	6142907	5721353	6528705	1501983	2441128	4870492	6075944	1745155	9404384	80909	383388	153462		230771						61008	123020								
219	kynurenine	Amino Acid	Tryptophan Metabolism	15140	LC/MS Pos Early	100000265	2739	209.09207	2922-83-0	161166	141580	C00328	HMDB00684	128671	92042	206478	174852	193877		179110	158315	211197	74896		111762	98949	159101	151908								68319	90413	83993		99274	76853							
840	lactate	Carbohydrate	Glycolysis Gluconeogenesis and Pyruvate Metabolism	527	LC/MS Polar	482	1468.8	89.02442	79-33-4	612	592	C00186	HMDB00190	2135707	4825578	3233014	7629777	9764722		7276676	2732339	5534072	2303397	2864510	4097538	2840179	989043	7390838	1367777	2092102	3232324	1057790	1362142	1055154	648287	2032714	1159829	1897058	6205728	950954	829037	896790	1137341	1184001	727023	1570134	1101009	973577
1815	lactosyl-N-palmitoyl-sphingosine	Lipid	Sphingolipid Metabolism	53010	LC/MS Pos Late	100009030	2527	862.62502	4201-62-1					1334473	1391254	1466594	2903602	1419396	226868	2121909	1165324	2030055	1073694	1136759	1251416	1251557	664944	1352319	2529878	2588545	3521343	1254915	4357886	3267416	1880684	3339380	1785411	3185231	3338334	2462099	3092663	3017981	3051556	2645088	1726590	2987113	2173795	3804820
255	leucine	Amino Acid	Leucine Isoleucine and Valine Metabolism	60	LC/MS Pos Early	397	2864	132.10191	61-90-5	6106	5880	C00123	HMDB00687	295373792	535659584	763510912	1245521920	1541537536	19831544	874049536	403413472	869814464	135137296	180047856	446396544	240912928	94788344	654830720	9777176	13762857	13736007	2857404	8786770	4218952	3816586	4643251	3305884	5812826	9559345	7440506	5485233	4977134	6263411	2121780	4146716	6347225	3510978	5945400
607	leucylalanine	Peptide	Dipeptide	40010	LC/MS Pos Early	100003179	2801	203.13902	7298-84-2	259321	227625			1386865	1098480	6604604	5068465	5525341	409708	2654948	3126131	2504294	893459	876905	1503270	3787345	1414285	3216330	80028	294227	202932		247458			29453			83260	462993			127004					
773	leucylglutamine*	Peptide	Dipeptide	48189	LC/MS Pos Early	100003183	2620	260.1605		4305457	3511125			5663872	2492362	19559378	10372441	14252840	1002602	5664263	10343406	7365523	2332249	2069990	4791798	10618190	4521559	10479383	53575	256419	166831		129060							634754		105944	346268					
612	leucylglycine	Peptide	Dipeptide	40045	LC/MS Pos Early	100003185	2778	189.12337	686-50-0	79070	71402			3411638	1808778	20390666	7489972	11386047	1062097	4068134	6900356	5011720	2295739	2088474	3394992	12152537	3271864	8298301	109532	300274	142177		138382						74882	282314	46345	80626	86787					
1211	linoleamide (18:2n6)	Lipid	Fatty Acid Amide	32455	LC/MS Neg	1492	6205	278.24893	1/7/99	6435901	4940587			60377	106021		1110226	82022		78765		692237		164868	95854	72395																						
1085	linoleate (18:2n6)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	1105	LC/MS Neg	180	5535	279.23295	60-33-3	5280450	4444105	C01595	HMDB00673	86580536	155794016	77831968	354564320	166075168	29997990	210523360	69818136	297853888	39112476	55366972	145233968	49054524	19643508	73473312	7909028	18493856	11228999	10008408	22678308	16481173	7563755	13101167	10647683	15674453	8698325	9255295	11677854	21063226	14084059	12380673	7166691	28755832	12900810	12105218
1087	linolenate [alpha or gamma; (18:3n3 or 6)]	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	34035	LC/MS Neg	100001337	5450	277.2173		5280934	4444437	C06426	HMDB03073	2562279	4816414	2939783	6857242	5777654	956805	5130892	2419254	6338004	1469031	1576053	4161736	1686727	604410	2166519	802853	2477166	711970	778050	995749	718162	2098598	915052	731247	778917	556163	1193863	549822	923571	703991	886041	584392	10103517	1108466	510728
